order_id,order_date,customer_id,Country
536560,12/1/2010 15:00,13093.0,United Kingdom
536561,12/1/2010 15:06,12921.0,United Kingdom
536562,12/1/2010 15:08,13468.0,United Kingdom
536563,12/1/2010 15:08,17760.0,United Kingdom
536564,12/1/2010 15:08,13468.0,United Kingdom
536565,12/1/2010 15:15,,United Kingdom
536566,12/1/2010 15:21,16928.0,United Kingdom
536567,12/1/2010 15:27,16048.0,United Kingdom
536568,12/1/2010 15:28,16048.0,United Kingdom
536569,12/1/2010 15:35,16274.0,United Kingdom
536570,12/1/2010 15:35,14496.0,United Kingdom
536571,12/1/2010 15:37,14696.0,United Kingdom
536572,12/1/2010 15:40,16539.0,United Kingdom
536573,12/1/2010 15:45,17025.0,United Kingdom
536574,12/1/2010 15:46,17025.0,United Kingdom
536575,12/1/2010 16:01,13777.0,United Kingdom
536576,12/1/2010 16:11,13777.0,United Kingdom
536577,12/1/2010 16:13,13777.0,United Kingdom
536578,12/1/2010 16:15,17690.0,United Kingdom
536579,12/1/2010 16:16,13777.0,United Kingdom
536580,12/1/2010 16:17,17690.0,United Kingdom
536581,12/1/2010 16:19,13777.0,United Kingdom
536582,12/1/2010 16:21,12947.0,United Kingdom
536583,12/1/2010 16:21,13777.0,United Kingdom
536584,12/1/2010 16:22,13777.0,United Kingdom
536585,12/1/2010 16:24,17460.0,United Kingdom
536586,12/1/2010 16:25,18229.0,United Kingdom
536587,12/1/2010 16:33,14142.0,United Kingdom
536588,12/1/2010 16:49,17069.0,United Kingdom
536589,12/1/2010 16:50,,United Kingdom
536590,12/1/2010 16:52,13065.0,United Kingdom
536591,12/1/2010 16:57,14606.0,United Kingdom
536591,12/1/2010 16:58,14606.0,United Kingdom
536592,12/1/2010 17:06,,United Kingdom
536593,12/1/2010 17:15,16835.0,United Kingdom
536594,12/1/2010 17:22,15235.0,United Kingdom
536595,12/1/2010 17:24,13576.0,United Kingdom
536596,12/1/2010 17:29,,United Kingdom
536597,12/1/2010 17:35,18011.0,United Kingdom
536598,12/2/2010 7:48,13090.0,United Kingdom
536599,12/2/2010 7:49,15694.0,United Kingdom
536600,12/2/2010 8:32,17850.0,United Kingdom
536601,12/2/2010 8:33,17850.0,United Kingdom
536602,12/2/2010 8:34,17850.0,United Kingdom
536603,12/2/2010 8:40,17850.0,United Kingdom
536604,12/2/2010 8:43,14741.0,United Kingdom
536605,12/2/2010 8:52,13715.0,United Kingdom
C536606,12/2/2010 9:10,14092.0,United Kingdom
536607,12/2/2010 9:29,17732.0,United Kingdom
536608,12/2/2010 9:37,12855.0,United Kingdom
536609,12/2/2010 9:41,17850.0,United Kingdom
536610,12/2/2010 9:42,17850.0,United Kingdom
536611,12/2/2010 9:43,15752.0,United Kingdom
536612,12/2/2010 9:44,17850.0,United Kingdom
536613,12/2/2010 9:44,17855.0,United Kingdom
536614,12/2/2010 9:44,17850.0,United Kingdom
536615,12/2/2010 10:09,14047.0,United Kingdom
536616,12/2/2010 10:10,17925.0,United Kingdom
536617,12/2/2010 10:17,13941.0,United Kingdom
536618,12/2/2010 10:17,17017.0,United Kingdom
536619,12/2/2010 10:18,17017.0,United Kingdom
536620,12/2/2010 10:27,14135.0,United Kingdom
536621,12/2/2010 10:35,13108.0,United Kingdom
C536622,12/2/2010 10:37,12471.0,Germany
536623,12/2/2010 10:39,15601.0,United Kingdom
536624,12/2/2010 10:45,13418.0,United Kingdom
536626,12/2/2010 10:46,13418.0,United Kingdom
C536625,12/2/2010 10:46,14766.0,United Kingdom
536627,12/2/2010 10:53,15658.0,United Kingdom
536628,12/2/2010 10:54,17850.0,United Kingdom
536629,12/2/2010 10:55,17850.0,United Kingdom
536630,12/2/2010 10:56,17850.0,United Kingdom
536631,12/2/2010 10:58,17850.0,United Kingdom
536632,12/2/2010 11:02,14388.0,United Kingdom
536633,12/2/2010 11:20,14901.0,United Kingdom
536634,12/2/2010 11:21,18041.0,United Kingdom
536635,12/2/2010 11:22,15955.0,United Kingdom
536636,12/2/2010 11:23,15070.0,United Kingdom
536637,12/2/2010 11:35,18041.0,United Kingdom
536638,12/2/2010 11:41,16244.0,United Kingdom
536639,12/2/2010 11:45,15111.0,United Kingdom
536640,12/2/2010 11:45,,United Kingdom
536641,12/2/2010 11:46,12748.0,United Kingdom
C536642,12/2/2010 11:56,14390.0,United Kingdom
536643,12/2/2010 11:57,14390.0,United Kingdom
536663,12/2/2010 12:07,16546.0,United Kingdom
536667,12/2/2010 12:09,15260.0,United Kingdom
536670,12/2/2010 12:09,15260.0,United Kingdom
536671,12/2/2010 12:10,13305.0,United Kingdom
536672,12/2/2010 12:10,14491.0,United Kingdom
536673,12/2/2010 12:11,14060.0,United Kingdom
536674,12/2/2010 12:16,15923.0,United Kingdom
536676,12/2/2010 12:18,16752.0,United Kingdom
536681,12/2/2010 12:22,17287.0,United Kingdom
536685,12/2/2010 12:23,17850.0,United Kingdom
536688,12/2/2010 12:24,17850.0,United Kingdom
536690,12/2/2010 12:25,17850.0,United Kingdom
536693,12/2/2010 12:26,17850.0,United Kingdom
536698,12/2/2010 12:28,15363.0,United Kingdom
536707,12/2/2010 12:33,12915.0,United Kingdom
536732,12/2/2010 12:47,15544.0,United Kingdom
536733,12/2/2010 12:50,15738.0,United Kingdom
C536734,12/2/2010 12:50,16042.0,United Kingdom
536735,12/2/2010 12:58,17381.0,United Kingdom
536736,12/2/2010 12:59,17381.0,United Kingdom
C536737,12/2/2010 13:05,15922.0,United Kingdom
536738,12/2/2010 13:06,15827.0,United Kingdom
536739,12/2/2010 13:08,14180.0,United Kingdom
536740,12/2/2010 13:08,15827.0,United Kingdom
536741,12/2/2010 13:11,13117.0,United Kingdom
536742,12/2/2010 13:14,16916.0,United Kingdom
536743,12/2/2010 13:32,17964.0,United Kingdom
536744,12/2/2010 13:36,14466.0,United Kingdom
536745,12/2/2010 13:38,17235.0,United Kingdom
536746,12/2/2010 13:39,16510.0,United Kingdom
536747,12/2/2010 13:44,17802.0,United Kingdom
536748,12/2/2010 13:45,15107.0,United Kingdom
536749,12/2/2010 13:49,17976.0,United Kingdom
536750,12/2/2010 14:04,17850.0,United Kingdom
536751,12/2/2010 14:05,17850.0,United Kingdom
536752,12/2/2010 14:06,17850.0,United Kingdom
536753,12/2/2010 14:07,17850.0,United Kingdom
536754,12/2/2010 14:09,14449.0,United Kingdom
536755,12/2/2010 14:14,,United Kingdom
536756,12/2/2010 14:23,,United Kingdom
C536757,12/2/2010 14:23,15838.0,United Kingdom
C536758,12/2/2010 14:25,13767.0,United Kingdom
536759,12/2/2010 14:26,16781.0,United Kingdom
C536760,12/2/2010 14:29,17547.0,United Kingdom
536761,12/2/2010 14:30,13491.0,United Kingdom
536762,12/2/2010 14:40,16186.0,United Kingdom
536763,12/2/2010 14:42,17685.0,United Kingdom
536764,12/2/2010 14:42,,United Kingdom
536765,12/2/2010 14:43,,United Kingdom
536769,12/2/2010 14:47,17581.0,United Kingdom
536771,12/2/2010 14:49,17581.0,United Kingdom
536777,12/2/2010 15:00,15732.0,United Kingdom
536778,12/2/2010 15:03,13138.0,United Kingdom
536779,12/2/2010 15:08,15823.0,United Kingdom
536780,12/2/2010 15:09,,United Kingdom
536781,12/2/2010 15:14,17460.0,United Kingdom
536782,12/2/2010 15:18,17567.0,United Kingdom
536783,12/2/2010 15:19,15061.0,United Kingdom
536784,12/2/2010 15:20,15061.0,United Kingdom
536785,12/2/2010 15:22,15061.0,United Kingdom
536786,12/2/2010 15:23,15061.0,United Kingdom
536787,12/2/2010 15:24,17850.0,United Kingdom
536788,12/2/2010 15:25,15061.0,United Kingdom
536789,12/2/2010 15:25,17850.0,United Kingdom
536790,12/2/2010 15:26,17850.0,United Kingdom
536791,12/2/2010 15:27,17850.0,United Kingdom
536792,12/2/2010 15:28,15061.0,United Kingdom
536793,12/2/2010 15:39,16203.0,United Kingdom
536794,12/2/2010 15:40,13767.0,United Kingdom
536795,12/2/2010 15:40,15640.0,United Kingdom
536796,12/2/2010 15:46,15574.0,United Kingdom
536797,12/2/2010 15:49,16770.0,United Kingdom
536798,12/2/2010 15:55,17838.0,United Kingdom
536799,12/2/2010 16:00,17228.0,United Kingdom
536800,12/2/2010 16:12,14829.0,United Kingdom
536801,12/2/2010 16:12,,United Kingdom
536802,12/2/2010 16:29,17412.0,United Kingdom
536803,12/2/2010 16:33,14911.0,EIRE
536804,12/2/2010 16:34,14031.0,United Kingdom
536805,12/2/2010 16:38,14775.0,United Kingdom
536806,12/2/2010 16:42,12971.0,United Kingdom
C536807,12/2/2010 16:45,15834.0,United Kingdom
536808,12/2/2010 16:46,17659.0,United Kingdom
536809,12/2/2010 16:48,15299.0,United Kingdom
536810,12/2/2010 16:50,15299.0,United Kingdom
536811,12/2/2010 16:51,15299.0,United Kingdom
C536812,12/2/2010 16:58,16546.0,United Kingdom
536813,12/2/2010 16:59,15646.0,United Kingdom
C536814,12/2/2010 17:03,13958.0,United Kingdom
C536815,12/2/2010 17:05,14443.0,United Kingdom
C536816,12/2/2010 17:06,14443.0,United Kingdom
C536817,12/2/2010 17:08,14156.0,EIRE
C536818,12/2/2010 17:09,16995.0,United Kingdom
536819,12/2/2010 17:12,13402.0,United Kingdom
C536820,12/2/2010 17:14,18168.0,United Kingdom
536821,12/2/2010 17:17,17757.0,United Kingdom
C536822,12/2/2010 17:19,14625.0,United Kingdom
536823,12/2/2010 17:22,13011.0,United Kingdom
536824,12/2/2010 17:24,13798.0,United Kingdom
C536825,12/2/2010 17:27,15384.0,United Kingdom
C536826,12/2/2010 17:30,17924.0,United Kingdom
C536827,12/2/2010 17:31,13408.0,United Kingdom
C536828,12/2/2010 17:35,14264.0,United Kingdom
C536829,12/2/2010 17:36,13295.0,United Kingdom
536830,12/2/2010 17:38,16754.0,United Kingdom
536831,12/2/2010 17:40,16029.0,United Kingdom
536832,12/2/2010 17:41,16634.0,United Kingdom
536833,12/2/2010 17:48,18239.0,United Kingdom
536834,12/2/2010 17:51,14576.0,United Kingdom
536835,12/2/2010 18:06,13145.0,United Kingdom
536836,12/2/2010 18:08,18168.0,United Kingdom
536837,12/2/2010 18:15,14395.0,United Kingdom
536838,12/2/2010 18:23,14865.0,United Kingdom
536839,12/2/2010 18:25,15093.0,United Kingdom
536840,12/2/2010 18:27,12738.0,Germany
536841,12/2/2010 18:27,16150.0,United Kingdom
536842,12/2/2010 18:45,17552.0,United Kingdom
536843,12/2/2010 18:46,17552.0,United Kingdom
536844,12/2/2010 18:49,14236.0,United Kingdom
536845,12/2/2010 19:18,17961.0,United Kingdom
536846,12/2/2010 19:59,14573.0,United Kingdom
536847,12/3/2010 9:31,17135.0,United Kingdom
536848,12/3/2010 9:39,13408.0,United Kingdom
536849,12/3/2010 9:45,17396.0,United Kingdom
C536850,12/3/2010 9:47,14213.0,United Kingdom
536851,12/3/2010 9:49,12967.0,United Kingdom
536852,12/3/2010 9:51,12686.0,France
C536853,12/3/2010 10:07,14679.0,United Kingdom
C536854,12/3/2010 10:09,15240.0,United Kingdom
C536855,12/3/2010 10:11,18225.0,United Kingdom
536856,12/3/2010 10:26,13370.0,United Kingdom
536857,12/3/2010 10:33,16883.0,United Kingdom
536858,12/3/2010 10:36,13520.0,Switzerland
536859,12/3/2010 10:43,12841.0,United Kingdom
536860,12/3/2010 10:43,16905.0,United Kingdom
536861,12/3/2010 10:44,12427.0,Germany
536862,12/3/2010 11:13,,United Kingdom
536863,12/3/2010 11:19,17967.0,United Kingdom
536864,12/3/2010 11:27,,United Kingdom
536865,12/3/2010 11:28,,United Kingdom
536866,12/3/2010 11:28,,United Kingdom
536874,12/3/2010 11:35,16891.0,United Kingdom
536876,12/3/2010 11:36,,United Kingdom
536883,12/3/2010 11:41,,United Kingdom
536884,12/3/2010 11:42,14589.0,United Kingdom
536885,12/3/2010 11:42,,EIRE
536890,12/3/2010 11:48,14156.0,EIRE
536920,12/3/2010 12:01,,United Kingdom
536938,12/3/2010 12:05,14680.0,United Kingdom
536941,12/3/2010 12:08,,United Kingdom
536942,12/3/2010 12:08,,United Kingdom
536943,12/3/2010 12:11,17884.0,United Kingdom
536944,12/3/2010 12:20,12557.0,Spain
536945,12/3/2010 12:24,14083.0,United Kingdom
536946,12/3/2010 12:28,13013.0,United Kingdom
536947,12/3/2010 12:29,13013.0,United Kingdom
536954,12/3/2010 12:41,17809.0,United Kingdom
536956,12/3/2010 12:43,14210.0,United Kingdom
536957,12/3/2010 12:43,17809.0,United Kingdom
536960,12/3/2010 12:48,16477.0,United Kingdom
536967,12/3/2010 12:57,12600.0,Germany
536968,12/3/2010 13:09,16013.0,United Kingdom
536969,12/3/2010 13:10,16013.0,United Kingdom
536970,12/3/2010 13:12,17949.0,United Kingdom
536971,12/3/2010 13:40,12779.0,Poland
536972,12/3/2010 13:42,16926.0,United Kingdom
536973,12/3/2010 13:43,17787.0,United Kingdom
536974,12/3/2010 13:59,12682.0,France
536975,12/3/2010 14:04,14911.0,EIRE
536976,12/3/2010 14:18,14723.0,United Kingdom
536977,12/3/2010 14:18,17954.0,United Kingdom
C536978,12/3/2010 14:19,17954.0,United Kingdom
C536979,12/3/2010 14:23,17841.0,United Kingdom
536980,12/3/2010 14:26,17819.0,United Kingdom
536981,12/3/2010 14:26,14723.0,United Kingdom
536982,12/3/2010 14:27,,United Kingdom
536983,12/3/2010 14:30,12712.0,Germany
536984,12/3/2010 14:35,17841.0,United Kingdom
536985,12/3/2010 14:40,15373.0,United Kingdom
536986,12/3/2010 14:40,16140.0,United Kingdom
536987,12/3/2010 14:54,17198.0,United Kingdom
536988,12/3/2010 15:05,17238.0,United Kingdom
536989,12/3/2010 15:10,17238.0,United Kingdom
536990,12/3/2010 15:14,12793.0,Portugal
536991,12/3/2010 15:16,,United Kingdom
536992,12/3/2010 15:16,15769.0,United Kingdom
536993,12/3/2010 15:19,14396.0,United Kingdom
536994,12/3/2010 15:25,14898.0,United Kingdom
536995,12/3/2010 15:29,,United Kingdom
536996,12/3/2010 15:30,,United Kingdom
536997,12/3/2010 15:30,,United Kingdom
536998,12/3/2010 15:30,,United Kingdom
536999,12/3/2010 15:32,,United Kingdom
537000,12/3/2010 15:32,,United Kingdom
537001,12/3/2010 15:33,,United Kingdom
537002,12/3/2010 15:33,,United Kingdom
537003,12/3/2010 15:33,,United Kingdom
537004,12/3/2010 15:34,,United Kingdom
537005,12/3/2010 15:35,,United Kingdom
537006,12/3/2010 15:36,,United Kingdom
537007,12/3/2010 15:36,,United Kingdom
537008,12/3/2010 15:37,,United Kingdom
537009,12/3/2010 15:38,,United Kingdom
537010,12/3/2010 15:38,,United Kingdom
537011,12/3/2010 15:38,,United Kingdom
537012,12/3/2010 15:39,,United Kingdom
537013,12/3/2010 15:40,,United Kingdom
537014,12/3/2010 15:40,,United Kingdom
537015,12/3/2010 15:41,,United Kingdom
537016,12/3/2010 15:41,,United Kingdom
537017,12/3/2010 15:41,,United Kingdom
537018,12/3/2010 15:42,,United Kingdom
537019,12/3/2010 15:43,,United Kingdom
537020,12/3/2010 15:43,,United Kingdom
537021,12/3/2010 15:43,,United Kingdom
537022,12/3/2010 15:45,12725.0,Italy
537023,12/3/2010 16:02,16725.0,United Kingdom
537025,12/3/2010 16:21,,United Kingdom
C537024,12/3/2010 16:21,13941.0,United Kingdom
537026,12/3/2010 16:35,12395.0,Belgium
537027,12/3/2010 16:36,,United Kingdom
537028,12/3/2010 16:36,,United Kingdom
537029,12/3/2010 16:37,,United Kingdom
537030,12/3/2010 16:44,16455.0,United Kingdom
537031,12/3/2010 16:45,16455.0,United Kingdom
537032,12/3/2010 16:50,,United Kingdom
537034,12/3/2010 17:20,13081.0,United Kingdom
537035,12/3/2010 17:21,13081.0,United Kingdom
537036,12/3/2010 17:28,15545.0,United Kingdom
537037,12/5/2010 10:03,17243.0,United Kingdom
537038,12/5/2010 10:12,15465.0,United Kingdom
C537039,12/5/2010 10:25,15708.0,United Kingdom
537040,12/5/2010 10:27,13089.0,United Kingdom
537041,12/5/2010 10:36,16033.0,United Kingdom
537042,12/5/2010 10:45,13838.0,United Kingdom
C537043,12/5/2010 10:48,15351.0,United Kingdom
537044,12/5/2010 10:52,18055.0,United Kingdom
537045,12/5/2010 10:54,15038.0,United Kingdom
537046,12/5/2010 10:58,18109.0,United Kingdom
537047,12/5/2010 11:02,13069.0,United Kingdom
537048,12/5/2010 11:03,13069.0,United Kingdom
537049,12/5/2010 11:04,16241.0,United Kingdom
537050,12/5/2010 11:10,14800.0,United Kingdom
537051,12/5/2010 11:12,15708.0,United Kingdom
537052,12/5/2010 11:15,16839.0,United Kingdom
537053,12/5/2010 11:38,16168.0,United Kingdom
537054,12/5/2010 11:40,16931.0,United Kingdom
537055,12/5/2010 11:45,16814.0,United Kingdom
537057,12/5/2010 11:49,15351.0,United Kingdom
537058,12/5/2010 11:51,13269.0,United Kingdom
537059,12/5/2010 11:54,14813.0,United Kingdom
537065,12/5/2010 11:57,12567.0,France
537067,12/5/2010 11:57,14813.0,United Kingdom
537077,12/5/2010 11:59,17062.0,United Kingdom
537081,12/5/2010 12:00,15332.0,Lithuania
537086,12/5/2010 12:01,15332.0,Lithuania
537090,12/5/2010 12:02,15332.0,Lithuania
537111,12/5/2010 12:08,14810.0,United Kingdom
537117,12/5/2010 12:09,16353.0,United Kingdom
537126,12/5/2010 12:13,18118.0,United Kingdom
537127,12/5/2010 12:13,13831.0,United Kingdom
537128,12/5/2010 12:15,12841.0,United Kingdom
537129,12/5/2010 12:15,13506.0,United Kingdom
537130,12/5/2010 12:23,17796.0,United Kingdom
537131,12/5/2010 12:26,15716.0,United Kingdom
537133,12/5/2010 12:29,18156.0,United Kingdom
C537132,12/5/2010 12:29,15221.0,United Kingdom
537134,12/5/2010 12:34,16983.0,United Kingdom
537135,12/5/2010 12:35,17059.0,United Kingdom
537136,12/5/2010 12:42,12748.0,United Kingdom
537137,12/5/2010 12:43,16327.0,United Kingdom
537138,12/5/2010 12:44,17211.0,United Kingdom
537139,12/5/2010 12:47,17026.0,United Kingdom
537140,12/5/2010 12:53,12748.0,United Kingdom
537141,12/5/2010 12:57,15570.0,United Kingdom
537142,12/5/2010 12:57,12748.0,United Kingdom
C537143,12/5/2010 12:58,12748.0,United Kingdom
537144,12/5/2010 13:00,15880.0,United Kingdom
537153,12/5/2010 13:03,16718.0,United Kingdom
537154,12/5/2010 13:05,15808.0,United Kingdom
537155,12/5/2010 13:05,12748.0,United Kingdom
537156,12/5/2010 13:08,17858.0,United Kingdom
C537157,12/5/2010 13:09,15880.0,United Kingdom
537158,12/5/2010 13:10,16393.0,United Kingdom
537159,12/5/2010 13:17,14527.0,United Kingdom
537160,12/5/2010 13:18,14161.0,United Kingdom
537163,12/5/2010 13:21,17863.0,United Kingdom
C537164,12/5/2010 13:21,14527.0,United Kingdom
537176,12/5/2010 13:26,16411.0,United Kingdom
537179,12/5/2010 13:29,13767.0,United Kingdom
537192,12/5/2010 13:42,16402.0,United Kingdom
537193,12/5/2010 13:49,15023.0,United Kingdom
537194,12/5/2010 13:53,17402.0,United Kingdom
537195,12/5/2010 13:55,15311.0,United Kingdom
537196,12/5/2010 13:55,15426.0,United Kingdom
537197,12/5/2010 14:02,12647.0,Germany
537198,12/5/2010 14:03,12647.0,Germany
537199,12/5/2010 14:06,15894.0,United Kingdom
537200,12/5/2010 14:17,15867.0,United Kingdom
537201,12/5/2010 14:19,12472.0,Germany
537202,12/5/2010 14:25,14506.0,United Kingdom
C537203,12/5/2010 14:44,14606.0,United Kingdom
537204,12/5/2010 14:45,15555.0,United Kingdom
537205,12/5/2010 14:52,13034.0,United Kingdom
537206,12/5/2010 15:02,15235.0,United Kingdom
537207,12/5/2010 15:06,17402.0,United Kingdom
537208,12/5/2010 15:12,15889.0,United Kingdom
537209,12/5/2010 15:12,14606.0,United Kingdom
537210,12/5/2010 15:15,15953.0,United Kingdom
537211,12/5/2010 15:18,16143.0,United Kingdom
537212,12/5/2010 15:21,12720.0,Germany
537213,12/5/2010 15:26,12748.0,United Kingdom
537214,12/5/2010 15:35,16422.0,United Kingdom
537215,12/5/2010 15:38,12747.0,United Kingdom
537216,12/5/2010 15:40,15502.0,United Kingdom
537217,12/5/2010 15:40,15502.0,United Kingdom
537218,12/5/2010 15:46,12763.0,Japan
537219,12/5/2010 15:47,14081.0,United Kingdom
537220,12/5/2010 15:49,,United Kingdom
537221,12/5/2010 15:54,17965.0,United Kingdom
537222,12/5/2010 16:00,14404.0,United Kingdom
537223,12/5/2010 16:10,13579.0,United Kingdom
537224,12/5/2010 16:24,13174.0,United Kingdom
537225,12/5/2010 16:41,12748.0,United Kingdom
537226,12/6/2010 8:34,15987.0,United Kingdom
537227,12/6/2010 8:42,17677.0,United Kingdom
537228,12/6/2010 8:43,17677.0,United Kingdom
537229,12/6/2010 8:44,17677.0,United Kingdom
537230,12/6/2010 9:20,,United Kingdom
537231,12/6/2010 9:21,13652.0,United Kingdom
C537232,12/6/2010 9:31,12586.0,Italy
537233,12/6/2010 9:37,17428.0,United Kingdom
C537234,12/6/2010 9:40,16161.0,United Kingdom
537235,12/6/2010 9:45,17381.0,United Kingdom
537236,12/6/2010 9:52,16858.0,United Kingdom
537237,12/6/2010 9:58,,United Kingdom
537238,12/6/2010 10:03,16161.0,United Kingdom
537239,12/6/2010 10:05,18219.0,United Kingdom
537240,12/6/2010 10:08,,United Kingdom
537241,12/6/2010 10:18,14293.0,United Kingdom
537242,12/6/2010 10:19,14748.0,United Kingdom
537243,12/6/2010 10:19,16638.0,United Kingdom
537244,12/6/2010 10:20,17674.0,United Kingdom
537245,12/6/2010 10:24,14748.0,United Kingdom
537246,12/6/2010 10:27,12808.0,Portugal
537247,12/6/2010 10:34,13094.0,United Kingdom
537248,12/6/2010 10:36,15899.0,United Kingdom
537249,12/6/2010 10:38,16955.0,United Kingdom
537250,12/6/2010 10:43,12708.0,Germany
C537251,12/6/2010 10:45,,United Kingdom
537252,12/6/2010 10:46,,United Kingdom
537253,12/6/2010 10:53,,United Kingdom
537254,12/6/2010 11:01,15898.0,United Kingdom
537255,12/6/2010 11:03,14443.0,United Kingdom
537256,12/6/2010 11:06,16210.0,United Kingdom
537257,12/6/2010 11:10,17691.0,United Kingdom
537258,12/6/2010 11:16,17227.0,United Kingdom
537262,12/6/2010 11:26,15039.0,United Kingdom
537265,12/6/2010 11:26,15919.0,United Kingdom
537298,12/6/2010 11:37,13497.0,United Kingdom
